Authors,AuthorsWithAffiliationNameFull,AuthorsWithAffiliationNameInitial,AuthorsWithAffiliationAffiliation,AllAffiliations,Abstract,date_year,date_monthY,date_mdY,PMID,PMCID,DOI,JournalTitle,ArticleTitle,PageStart,PageEnd,Volume,Issue,MeSH_Terms,MeSH_Major,MeSH_with_Qualifiers,Keywords,DocumentType
"Breathett K, Lewsey S, Brownell NK, Enright K, Evangelista LS, Ibrahim NE, Iturrizaga J, Matlock DD, Ogunniyi MO, Sterling MR, Van Spall HGC, American Heart Association Heart Failure and Transplantation Committee of the Council on Clinical Cardiology; Council on Cardiovascular and Stroke Nursing; Council on Lifestyle and Cardiometabolic Health; and Council on Quality of Care and Outcomes Research",,,,[''],"Guideline-directed medical therapies and guideline-directed nonpharmacological therapies improve quality of life and survival in patients with heart failure (HF), but eligible patients, particularly women and individuals from underrepresented racial and ethnic groups, are often not treated with these therapies. Implementation science uses evidence-based theories and frameworks to identify strategies that facilitate uptake of evidence to improve health. In this scientific statement, we provide an overview of implementation trials in HF, assess their use of conceptual frameworks and health equity principles, and provide pragmatic guidance for equity in HF. Overall, behavioral nudges, multidisciplinary care, and digital health strategies increased uptake of therapies in HF effectively but did not include equity goals. Few HF studies focused on achieving equity in HF by engaging stakeholders, quantifying barriers and facilitators to HF therapies, developing strategies for equity informed by theory or frameworks, evaluating implementation measures for equity, and titrating strategies for equity. Among these HF equity studies, feasibility was established in using various educational strategies to promote organizational change and equitable care. A couple include ongoing randomized controlled pragmatic trials for HF equity. There is great need for additional HF implementation trials designed to promote delivery of equitable guideline-directed therapy.",2024,May 2024,05/07/2024,38567497,,10.1161/CIR.0000000000001231,Circulation,Implementation Science to Achieve Equity in Heart Failure Care: A Scientific Statement From the American Heart Association.,e1143,e1163,149.0,19,Heart Failure; Humans; American Heart Association; United States; Implementation Science; Health Equity; Healthcare Disparities,Heart Failure; American Heart Association; Implementation Science; Health Equity,"Heart Failure/therapy, diagnosis; Humans; American Heart Association; United States; Implementation Science; Health Equity; Healthcare Disparities",AHA Scientific Statements; health disparities; health equity; heart failure; heart transplant; implementation science; pragmatic clinical trials as topic; race factors; women’s health,"Journal Article, Review"
"Armoundas AA, Narayan SM, Arnett DK, Spector-Bagdady K, Bennett DA, Celi LA, Friedman PA, Gollob MH, Hall JL, Kwitek AE, Lett E, Menon BK, Sheehan KA, Al-Zaiti SS, American Heart Association Institute for Precision Cardiovascular Medicine; Council on Cardiovascular and Stroke Nursing; Council on Lifelong Congenital Heart Disease and Heart Health in the Young; Council on Cardiovascular Radiology and Intervention; Council on Hypertension; Council on the Kidney in Cardiovascular Disease; and Stroke Council",,,,[''],"A major focus of academia, industry, and global governmental agencies is to develop and apply artificial intelligence and other advanced analytical tools to transform health care delivery. The American Heart Association supports the creation of tools and services that would further the science and practice of precision medicine by enabling more precise approaches to cardiovascular and stroke research, prevention, and care of individuals and populations. Nevertheless, several challenges exist, and few artificial intelligence tools have been shown to improve cardiovascular and stroke care sufficiently to be widely adopted. This scientific statement outlines the current state of the art on the use of artificial intelligence algorithms and data science in the diagnosis, classification, and treatment of cardiovascular disease. It also sets out to advance this mission, focusing on how digital tools and, in particular, artificial intelligence may provide clinical and mechanistic insights, address bias in clinical studies, and facilitate education and implementation science to improve cardiovascular and stroke outcomes. Last, a key objective of this scientific statement is to further the field by identifying best practices, gaps, and challenges for interested stakeholders.",2024,Apr 2024,04/02/2024,38415358,PMC11042786,10.1161/CIR.0000000000001201,Circulation,Use of Artificial Intelligence in Improving Outcomes in Heart Disease: A Scientific Statement From the American Heart Association.,e1028,e1050,149.0,14,United States; Humans; Artificial Intelligence; American Heart Association; Heart Diseases; Cardiovascular Diseases; Stroke,Heart Diseases; Cardiovascular Diseases; Stroke,"United States; Humans; Artificial Intelligence; American Heart Association; Heart Diseases; Cardiovascular Diseases/therapy, prevention & control; Stroke/diagnosis, prevention & control","AHA Scientific Statements; artificial intelligence; electrocardiography; electronic health records; ethics; genetics; heart diseases; monitoring, physiologic","Journal Article, Review"
"Blumer V, Kanwar MK, Barnett CF, Cowger JA, Damluji AA, Farr M, Goodlin SJ, Katz JN, McIlvennan CK, Sinha SS, Wang TY, American Heart Association Cardiovascular Disease in Older Populations Committee of the Council on Clinical Cardiology and Council on Cardiovascular and Stroke Nursing; Council on Quality of Care and Outcomes Research; and Council on Cardiovascular Surgery and Anesthesia",,,,[''],"Cardiogenic shock continues to portend poor outcomes, conferring short-term mortality rates of 30% to 50% despite recent scientific advances. Age is a nonmodifiable risk factor for mortality in patients with cardiogenic shock and is often considered in the decision-making process for eligibility for various therapies. Older adults have been largely excluded from analyses of therapeutic options in patients with cardiogenic shock. As a result, despite the association of advanced age with worse outcomes, focused strategies in the assessment and management of cardiogenic shock in this high-risk and growing population are lacking. Individual programs oftentimes develop upper age limits for various interventional strategies for their patients, including heart transplantation and durable left ventricular assist devices. However, age as a lone parameter should not be used to guide individual patient management decisions in cardiogenic shock. In the assessment of risk in older adults with cardiogenic shock, a comprehensive, interdisciplinary approach is central to developing best practices. In this American Heart Association scientific statement, we aim to summarize our contemporary understanding of the epidemiology, risk assessment, and in-hospital approach to management of cardiogenic shock, with a unique focus on older adults.",2024,Apr 2024,04/02/2024,38406869,PMC11067718,10.1161/CIR.0000000000001214,Circulation,Cardiogenic Shock in Older Adults: A Focus on Age-Associated Risks and Approach to Management: A Scientific Statement From the American Heart Association.,e1051,e1065,149.0,14,"Humans; Aged; Shock, Cardiogenic; American Heart Association; Treatment Outcome; Heart-Assist Devices; Heart Transplantation",Heart-Assist Devices; Heart Transplantation,"Humans; Aged; Shock, Cardiogenic/diagnosis, epidemiology, therapy; American Heart Association; Treatment Outcome; Heart-Assist Devices; Heart Transplantation","AHA Scientific Statements; aging; decision making; frailty; heart transplantation; heart-assist devices; risk assessment; shock, cardiogenic","Journal Article, Review"
"Batra AS, Silka MJ, Borquez A, Cuneo B, Dechert B, Jaeggi E, Kannankeril PJ, Tabulov C, Tisdale JE, Wolfe D, American Heart Association Clinical Pharmacology Committee of the Council on Clinical Cardiology, Council on Basic Cardiovascular Sciences, Council on Cardiovascular and Stroke Nursing, Council on Genomic and Precision Medicine, and Council on Lifelong Congenital Heart Disease and Heart Health in the Young",,,,[''],"Disorders of the cardiac rhythm may occur in both the fetus and neonate. Because of the immature myocardium, the hemodynamic consequences of either bradyarrhythmias or tachyarrhythmias may be far more significant than in mature physiological states. Treatment options are limited in the fetus and neonate because of limited vascular access, patient size, and the significant risk/benefit ratio of any intervention. In addition, exposure of the fetus or neonate to either persistent arrhythmias or antiarrhythmic medications may have yet-to-be-determined long-term developmental consequences. This scientific statement discusses the mechanism of arrhythmias, pharmacological treatment options, and distinct aspects of pharmacokinetics for the fetus and neonate. From the available current data, subjects of apparent consistency/consensus are presented, as well as future directions for research in terms of aspects of care for which evidence has not been established.",2024,Mar 2024,03/05/2024,38314551,,10.1161/CIR.0000000000001206,Circulation,Pharmacological Management of Cardiac Arrhythmias in the Fetal and Neonatal Periods: A Scientific Statement From the American Heart Association: Endorsed by the Pediatric & Congenital Electrophysiology Society (PACES).,e937,e952,149.0,10,"Infant, Newborn; United States; Child; Humans; American Heart Association; Arrhythmias, Cardiac; Tachycardia; Fetus; Electrophysiology","American Heart Association; Arrhythmias, Cardiac","Infant, Newborn; United States; Child; Humans; American Heart Association; Arrhythmias, Cardiac/diagnosis, drug therapy; Tachycardia; Fetus; Electrophysiology","AHA Scientific Statements; arrhythmias, cardiac; fetus; heart block; infant, newborn; pharmacology; tachycardia","Journal Article, Review"
"Creutzfeldt CJ, Bu J, Comer A, Enguidanos S, Lutz B, Robinson MT, Zahuranec DB, Holloway RG, American Heart Association Stroke Council; Council on Cardiovascular and Stroke Nursing; and Council on Clinical Cardiology",,,,[''],"To provide an update on palliative care needs specific to stroke and provide key points for clinicians and health care systems caring for patients with stroke and their families. Members of the writing group were chosen to represent the multidisciplinary team of professionals who care for people who have had a stroke. Each member was assigned a topic within their area of expertise, reviewed the literature, and drafted content with a focus on the past decade to complement the 2014 American Heart Association scientific statement on palliative and end-of-life care in stroke. Stroke has multidimensional effects on patients and their families because of threats to personhood, prognostic uncertainty, and the need to adapt to functional changes after stroke. Palliative care has evolved as both a specialty and a skillset with a goal to improve communication about goals of care and quality of life for patients and their families that emphasizes a holistic, all-person approach. After stroke, palliative care needs (eg, to address pain and physical, emotional, psychosocial, and spiritual distress) are insufficiently addressed by current models of care. Integrating palliative care principles is fundamental in all stages of stroke and should include strategies to improve communication about prognosis and goals of care, address psychosocial needs such as coping with loss, navigating complex health care systems, and preparing for death when necessary. We also review strategies to address the substantial inequities that exist across sociodemographic and regional strata in the use of life-sustaining treatment and access to specialists in stroke or palliative care. Palliative care needs are common after stroke and should be addressed throughout the illness continuum. Research is urgently needed.",2025,Feb 2025,,39676661,,10.1161/STR.0000000000000479,Stroke,Palliative and End-of-Life Care in Stroke: A Scientific Statement From the American Heart Association.,e75,e86,56.0,2,Humans; Stroke; American Heart Association; Terminal Care; Palliative Care; United States; Quality of Life,Stroke; American Heart Association; Terminal Care; Palliative Care,"Humans; Stroke/therapy, psychology; American Heart Association; Terminal Care/standards, methods; Palliative Care/standards, methods; United States; Quality of Life",AHA Scientific Statements; palliative care; stroke; terminal care,"Journal Article, Review"
"Bushnell C, Kernan WN, Sharrief AZ, Chaturvedi S, Cole JW, Cornwell WK, Cosby-Gaither C, Doyle S, Goldstein LB, Lennon O, Levine DA, Love M, Miller E, Nguyen-Huynh M, Rasmussen-Winkler J, Rexrode KM, Rosendale N, Sarma S, Shimbo D, Simpkins AN, Spatz ES, Sun LR, Tangpricha V, Turnage D, Velazquez G, Whelton PK",,,,"['', 'society for vascular surgery representative.', 'american heart association stroke council scientific statement oversight committee on clinical practice guideline liaison.', 'american heart association stroke council stroke performance measures oversight committee liaison.', 'american academy of neurology representative.', 'american college of obstetricians and gynecologists liaison.']","The ""2024 Guideline for the Primary Prevention of Stroke"" replaces the 2014 ""Guidelines for the Primary Prevention of Stroke."" This updated guideline is intended to be a resource for clinicians to use to guide various prevention strategies for individuals with no history of stroke. A comprehensive search for literature published since the 2014 guideline; derived from research involving human participants published in English; and indexed in MEDLINE, PubMed, Cochrane Library, and other selected and relevant databases was conducted between May and November 2023. Other documents on related subject matter previously published by the American Heart Association were also reviewed. Ischemic and hemorrhagic strokes lead to significant disability but, most important, are preventable. The 2024 primary prevention of stroke guideline provides recommendations based on current evidence for strategies to prevent stroke throughout the life span. These recommendations align with the American Heart Association's Life's Essential 8 for optimizing cardiovascular and brain health, in addition to preventing incident stroke. We also have added sex-specific recommendations for screening and prevention of stroke, which are new compared with the 2014 guideline. Many recommendations for similar risk factor prevention were updated, new topics were reviewed, and recommendations were created when supported by sufficient-quality published data.",2024,Dec 2024,,39429201,,10.1161/STR.0000000000000475,Stroke,2024 Guideline for the Primary Prevention of Stroke: A Guideline From the American Heart Association/American Stroke Association.,e344,e424,55.0,12,Humans; American Heart Association; Stroke; Primary Prevention; United States; Risk Factors,American Heart Association; Stroke; Primary Prevention,"Humans; American Heart Association; Stroke/prevention & control; Primary Prevention/methods, standards; United States; Risk Factors",AHA Scientific Statements; guideline; hemorrhagic stroke; ischemic stroke; stroke,"Journal Article, Practice Guideline, Review"
"Brown TM, Pack QR, Aberegg E, Brewer LC, Ford YR, Forman DE, Gathright EC, Khadanga S, Ozemek C, Thomas RJ, American Heart Association Exercise, Cardiac Rehabilitation and Secondary Prevention Committee of the Council on Clinical Cardiology; Council on Cardiovascular and Stroke Nursing; Council on Lifestyle and Cardiometabolic Health; and Council on Quality of Care and Outcomes Research",,,,[''],"The science of cardiac rehabilitation and the secondary prevention of cardiovascular disease has progressed substantially since the most recent American Heart Association and American Association of Cardiovascular and Pulmonary Rehabilitation update on the core components of cardiac rehabilitation and secondary prevention programs was published in 2007. In addition, the advent of new care models, including virtual and remote delivery of cardiac rehabilitation services, has expanded the ways that cardiac rehabilitation programs can reach patients. In this scientific statement, we update the scientific basis of the core components of patient assessment, nutritional counseling, weight management and body composition, cardiovascular disease and risk factor management, psychosocial management, aerobic exercise training, strength training, and physical activity counseling. In addition, in recognition that high-quality cardiac rehabilitation programs regularly monitor their processes and outcomes and engage in an ongoing process of quality improvement, we introduce a new core component of program quality. High-quality program performance will be essential to improve widely documented low enrollment and adherence rates and reduce health disparities in cardiac rehabilitation access.",2024,Oct 2024,10/29/2024,39315436,,10.1161/CIR.0000000000001289,Circulation,Core Components of Cardiac Rehabilitation Programs: 2024 Update: A Scientific Statement From the American Heart Association and the American Association of Cardiovascular and Pulmonary Rehabilitation.,e328,e347,150.0,18,Humans; Cardiac Rehabilitation; United States; American Heart Association; Cardiovascular Diseases; Secondary Prevention,Cardiac Rehabilitation; American Heart Association,"Humans; Cardiac Rehabilitation/standards, methods; United States; American Heart Association; Cardiovascular Diseases/prevention & control; Secondary Prevention/standards, methods",AHA Scientific Statements; cardiac rehabilitation; cardiovascular diseases; secondary prevention,"Journal Article, Review, Practice Guideline"
"Cluett JL, Blazek O, Brown AL, East C, Ferdinand KC, Fisher NDL, Ford CD, Griffin KA, Mena-Hurtado CI, Sarathy H, Vongpatanasin W, Townsend RR, American Heart Association Council on Hypertension; Council on Cardiovascular and Stroke Nursing; Council on the Kidney in Cardiovascular Disease; and Council on Peripheral Vascular Disease",,,,[''],"Hypertension is a leading risk factor for cardiovascular morbidity and mortality. Despite the widespread availability of both pharmacological and lifestyle therapeutic options, blood pressure control rates across the globe are worsening. In fact, only 23% of individuals with high blood pressure in the United States achieve treatment goals. In 2023, the US Food and Drug Administration approved renal denervation, a catheter-based procedure that ablates the renal sympathetic nerves, as an adjunctive treatment for patients in whom lifestyle modifications and antihypertensive medications do not adequately control blood pressure. This approval followed the publication of multiple randomized clinical studies using rigorous trial designs, all incorporating renal angiogram as the sham control. Most but not all of the new generation of trials reached their primary end point, demonstrating modest efficacy of renal denervation in lowering blood pressure across a spectrum of hypertension, from mild to truly resistant. Individual patient responses vary, and further research is needed to identify those who may benefit most. The initial safety profile appears favorable, and multiple ongoing studies are assessing longer-term efficacy and safety. Multidisciplinary teams that include hypertension specialists and adequately trained proceduralists are crucial to ensure that referrals are made appropriately with full consideration of the potential risks and benefits. Incorporating patient preferences and engaging in shared decision-making conversations will help patients make the best decisions given their individual circumstances. Although further research is clearly needed, renal denervation presents a novel treatment strategy for patients with uncontrolled blood pressure.",2024,Oct 2024,,39101202,,10.1161/HYP.0000000000000240,"Hypertension (Dallas, Tex. : 1979)",Renal Denervation for the Treatment of Hypertension: A Scientific Statement From the American Heart Association.,e135,e148,81.0,10,Humans; Hypertension; United States; Sympathectomy; American Heart Association; Kidney; Antihypertensive Agents; Blood Pressure; Catheter Ablation; Treatment Outcome,Hypertension; Sympathectomy; American Heart Association; Kidney,"Humans; Hypertension/surgery, physiopathology; United States; Sympathectomy/methods; American Heart Association; Kidney/innervation; Antihypertensive Agents/therapeutic use; Blood Pressure/physiology; Catheter Ablation/methods; Treatment Outcome",AHA Scientific Statements; blood pressure; catheters; denervation; hypertension; kidney; patient care team,"Journal Article, Review"
"Colsch R, Dusenbury W, Camicia M, Leonhardt-Caprio A, King A, Mogos M, Moser R, Patterson J, Vaughn S, Zachrison KS, American Heart Association Stroke Nursing Committee of the Council on Cardiovascular and Stroke Nursing; and the Stroke Council",,,,[''],"Stroke remains a leading cause of morbidity and mortality in the United States, with rural-dwelling populations facing significant disparities in stroke prevalence, access to care, and outcomes. Rural-dwelling communities are particularly burdened by limited infrastructure and a higher prevalence of uncontrolled risk factors such as hypertension, diabetes, and obesity. Geographic isolation and long distances to medical facilities hinder timely access to acute stroke care. Nurses in rural settings are vital across the stroke care continuum, including prevention, acute management, and poststroke rehabilitation. They provide community-based education, conduct assessments, stabilize patients, and facilitate rehabilitation. However, rural-dwelling nurses face challenges, including limited access to specialized education, staffing shortages, and geographic barriers, that hinder the delivery of expert stroke care. Telemedicine and artificial intelligence-driven clinical support tools transform rural stroke care by enabling real-time specialist consultations and predictive analytics and enhancing decision-making capabilities. Despite its potential, telemedicine adoption in rural areas remains limited because of infrastructure constraints, resulting primarily from the high cost that low-volume facilities often cannot afford. This scientific statement explores the essential role of rural-dwelling nurses in stroke care and the barriers they face. Key initiatives are identified to enhance stroke care in rural areas, including telemedicine, artificial intelligence, innovative education models, and data-driven quality improvement efforts. Last, implications and resources for targeted nursing interventions to improve rural stroke outcomes, including promoting access to care through telehealth, ensuring ongoing education for rural-dwelling nurses, and advocating for the creation of stroke coordinator and champion roles in rural hospitals, are highlighted.",2025,Oct 2025,10/30/2025,41164866,,10.1161/STR.0000000000000495,Stroke,Targeted Nursing Interventions for Improving Stroke Care and Outcomes in the Rural Setting: A Scientific Statement From the American Heart Association.,,,,,,,,AHA Scientific Statements; artificial intelligence; prevalence; risk factors; stroke; telemedicine,"Journal Article, Review"
"Cao D, Arens AM, Chow SL, Easter SR, Hoffman RS, Lagina AT, Lavonas EJ, Patil KD, Sutherland LD, Tijssen JA, Wang GS, Zelop CM, Rodriguez AJ, Drennan IR, McBride ME",,,,[''],"https://www.ahajournals.org/journal/circ In these guidelines, the American Heart Association provides updated guidance for resuscitation of adults and children in cardiac arrest or with a life-threatening condition due to special circumstances, including anaphylaxis, asthma, cardiac arrest in the cardiac intervention suite, cardiac arrest following cardiac surgery, drowning, electrocution, gas embolism, high-consequence respiratory pathogens, hyperkalemia, hyperthermia, hypothermia, left ventricular assist device failure, pregnancy, pulmonary embolism, and poisoning due to benzodiazepines, β-blockers, calcium channel blockers, cocaine, cyanide, digoxin and related cardiac glycosides, local anesthetic systemic toxicity, methemoglobinemia, opioids, organophosphates and carbamates, sodium channel blockers, sympathomimetics, and volatile hydrocarbons. Recommendations are also provided for alternatives to cardiopulmonary resuscitation and the use of extracorporeal membrane oxygenation for poisoned patients. Adults and children with these conditions require modification of basic life support and advanced life support. These guidelines are based on systematic evidence reviews and provide separate graded recommendations for adults and children.",2025,Oct 2025,10/21/2025,41122889,,10.1161/CIR.0000000000001380,Circulation,Part 10: Adult and Pediatric Special Circumstances of Resuscitation: 2025 American Heart Association Guidelines for Cardiopulmonary Resuscitation and Emergency Cardiovascular Care.,S578,S672,152.0,16_suppl_2,Humans; Cardiopulmonary Resuscitation; Adult; Child; American Heart Association; United States; Emergency Medical Services; Heart Arrest; Female,Cardiopulmonary Resuscitation; Emergency Medical Services; Heart Arrest,"Humans; Cardiopulmonary Resuscitation/standards, methods; Adult; Child; American Heart Association; United States; Emergency Medical Services/standards, methods; Heart Arrest/therapy; Female","AHA Scientific Statements; communicable diseases, emerging; drowning; poisoning; resuscitation","Journal Article, Practice Guideline"
"Coutinho T, Khadanga S, Adedinsewo D, Barac A, Brown TM, Deaton C, Golbus JR, Reynolds H, Sharma G, Taylor JL, American Heart Association Exercise, Cardiac Rehabilitation, and Sports Cardiology Science Committee of the Council on Clinical Cardiology; Women’s Health Science Committee of the Council on Clinical Cardiology and Stroke Council; Council on Cardiopulmonary, Critical Care, Perioperative and Resuscitation; Council on Cardiovascular and Stroke Nursing; Council on Lifestyle and Cardiometabolic Health; and Council on Quality of Care and Outcomes Research",,,,[''],"Cardiac rehabilitation (CR) is a proven intervention to improve cardiovascular health, offering benefits such as reduced hospital readmission rates, lower mortality rates, and enhanced quality of life. Poor CR participation, which is a universal problem, is particularly pronounced in women. Considerable sex and gender disparities exist in CR access, engagement, and outcomes. Despite the effectiveness of CR, women are underrepresented in CR programs, and face barriers related to lower referral rates, medical comorbidities, societal roles, and financial constraints. These challenges are further compounded by racial and ethnic disparities. Women also have greater needs for specific aspects of CR, including mental health support and social integration. Traditional CR programs often fail to address these needs adequately, contributing to proportionally lower participation and completion rates among eligible women. Further research is needed to assess the efficacy of CR programs in women, including women from underrepresented racial or ethnic groups, and to identify optimal CR approaches in specific populations, such as people with spontaneous coronary artery dissection, ischemia, myocardial infarction with nonobstructive coronary arteries, or stress-induced cardiomyopathy. To optimize CR participation and outcomes in women, a multifaceted approach is required. Strategies such as automatic referral systems, gender-sensitive program design, and mental health integration are essential. Further research is needed to determine the impact of nontraditional delivery models on women's cardiovascular health. Addressing these gaps can lead to improved cardiovascular health and quality of life for women with cardiovascular disease.",2025,Nov 2025,11/11/2025,41084821,,10.1161/CIR.0000000000001379,Circulation,Cardiac Rehabilitation in Women: A Scientific Statement From the American Heart Association.,e376,e390,152.0,19,Humans; Female; Cardiac Rehabilitation; United States; American Heart Association; Quality of Life; Healthcare Disparities; Women's Health; Sex Factors,Cardiac Rehabilitation; Women's Health,Humans; Female; Cardiac Rehabilitation/methods; United States/epidemiology; American Heart Association; Quality of Life; Healthcare Disparities; Women's Health; Sex Factors,AHA Scientific Statements; cardiac rehabilitation; cardiovascular diseases; exercise; sex; women,"Journal Article, Review"
,,,,,"The purpose of this document is to provide an evidence-based framework for the evaluation and management of intrapartum fetal heart rate (FHR) patterns. Pregnant individuals in the first or second stage of labor. This guideline was developed using an a priori protocol in conjunction with a writing team consisting of three maternal-fetal medicine subspecialists and one specialist in obstetrics and gynecology appointed by the American College of Obstetricians & Gynecologists' (ACOG) Committee on Clinical Practice Guidelines-Obstetrics. ACOG medical librarians completed a comprehensive literature search for primary literature within Cochrane Library, Cochrane Collaboration Registry of Controlled Trials, EMBASE, PubMed, and MEDLINE. Studies that moved forward to the full-text screening stage were assessed by the writing team based on standardized inclusion and exclusion criteria. Included studies underwent quality assessment, and a modified GRADE (Grading of Recommendations Assessment, Development and Evaluation) evidence-to-decision framework was applied to interpret and translate the evidence into recommendation statements. This Clinical Practice Guideline includes an overview of intrapartum FHR monitoring nomenclature and classification systems and provides recommendations for evaluation and management of intrapartum FHR tracings. Recommendations are classified by strength and evidence quality.",2025,Oct 2025,10/01/2025,40966736,,10.1097/AOG.0000000000006049,Obstetrics and gynecology,ACOG Clinical Practice Guideline No. 10:Intrapartum Fetal Heart Rate Monitoring: Interpretation and Management.,583,599,146.0,4,"Humans; Pregnancy; Female; Heart Rate, Fetal; Fetal Monitoring; Cardiotocography; Obstetrics","Heart Rate, Fetal; Fetal Monitoring; Cardiotocography; Obstetrics","Humans; Pregnancy; Female; Heart Rate, Fetal; Fetal Monitoring/methods, standards; Cardiotocography/methods, standards; Obstetrics/standards",,"Journal Article, Practice Guideline"
"Budde RPJ, Faure ME, Abbara S, Alkadhi H, Cremer PC, Feuchtner GM, Gonzales HM, Kiefer TL, Leipsic J, Nieman K, Revels J, Wang DD, Williamson E, Wyler von Ballmoos MC, Zwischenberger BA, Salgado R",['Cremer Paul C'],['Cremer PC'],"[['departments of medicine and radiology, northwestern university feinberg school of medicine, chicago, il, usa.']]","['division of cardiothoracic surgery, department of surgery, duke university, durham, nc, usa.', 'department of cardiology, duke university medical center, durham, nc, usa.', 'diagnostic and interventional radiology, university hospital zurich, zurich, switzerland.', 'department of radiology, innsbruck medical university, innsbruck, austria.', 'department of cardiac surgery, texas health harris methodist hospital, fort worth, texas, usa.', 'department of radiology & nuclear medicine, erasmus medical center, rotterdam, the netherlands. electronic address: r.budde@erasmusmc.nl.', 'department of radiology, new york university, new york, ny, usa.', 'department of radiology, university of british columbia, vancouver, bc, canada.', 'departments of medicine and radiology, northwestern university feinberg school of medicine, chicago, il, usa.', 'department of cardiology, sanger heart and vascular at atrium health, charlotte, nc, usa.', 'center for structural heart disease, henry ford hospital, detroit, mi, usa.', 'department of radiology, mayo clinic, rochester, mn, usa.', 'department of radiology & nuclear medicine, erasmus medical center, rotterdam, the netherlands.', 'department of cardiovascular medicine, stanford university, stanford, ca, usa.', 'department of radiology, antwerp university hospital, antwerp, belgium.', 'department of radiology, mayo clinic, jacksonville, fl, usa.']","Prosthetic heart valve (PHV) dysfunction is increasingly seen due to the increase in the number of PHV that are being implanted worldwide. Cardiac CT imaging has emerged as a valuable tool to assess PHVs and determine the cause of dysfunction. This consensus document first summarizes the available techniques for PHV assessment. Then the use of CT in PHV (dys)function assessment is discussed in detail including consensus statements for correct indications and patient selection for CT assessment of PHVs, image acquisition, reconstruction and measurement protocols and how to interpret and report the CT findings for specific types of PHV dysfunction.",2025,Oct 2025,10/14/2025,40526054,,10.1016/j.jacc.2025.05.035,Journal of the American College of Cardiology,"Cardiac Computed Tomography for Prosthetic Heart Valve Assessment: An Expert Consensus Document of the Society of Cardiovascular Computed Tomography (SCCT), the American College of Cardiology (ACC), the European Society of Cardiovascular Radiology (ESCR), the North American Society of Cardiovascular Imaging (NASCI), the Radiological Society of North America (RSNA), the Society for Cardiovascular Angiography & Interventions (SCAI) and Society of Thoracic Surgeons (STS)<sup></sup>.",1203,1230,86.0,15,"Humans; Cardiology; Consensus; Heart Valve Diseases; Heart Valve Prosthesis; Societies, Medical; Tomography, X-Ray Computed; United States","Cardiology; Heart Valve Diseases; Heart Valve Prosthesis; Tomography, X-Ray Computed","Humans; Cardiology/standards; Consensus; Heart Valve Diseases/diagnostic imaging, surgery; Heart Valve Prosthesis/adverse effects, standards; Societies, Medical/standards; Tomography, X-Ray Computed/methods, standards; United States",cardiac; computed tomography; dysfunction; imaging; prosthetic; valve,"Journal Article, Practice Guideline"
